Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
apartments with move in specials alexandria,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with quartz countertops alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with quartz countertops duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with quartz countertops west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with renovated interiors alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with renovated interiors duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with renovated interiors west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style pool alexandria,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style pool duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style pool west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with same day approval alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with townhomes alexandria,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with townhomes duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with townhomes west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of amazon hq2,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of duke street,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of fort belvoir,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
arbors on duke pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Arbors on Duke),Alexandria,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
arbors on duke reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Arbors on Duke),Alexandria,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
arbors on duke vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Arbors on Duke),Alexandria,Yes,Yes,T2,6,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in alexandria for commuters,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in alexandria for graduate students,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in alexandria for pet owners,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in alexandria for remote workers,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in alexandria for travel nurses,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in alexandria for young professionals,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near amazon hq2,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near duke street,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near fort belvoir,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best time of year to rent in alexandria,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cameron square/station pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Cameron Square/Station),Alexandria,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cameron square/station reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Cameron Square/Station),Alexandria,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cameron square/station vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Cameron Square/Station),Alexandria,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near amazon hq2,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near duke street,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near fort belvoir,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from west end alexandria to amazon hq2,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from west end alexandria to duke street,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from west end alexandria to fort belvoir,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from west end alexandria to old town alexandria,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from west end alexandria to pentagon,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from west end alexandria to van dorn metro,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
corporate housing alexandria,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
does foxchase of alexandria have a pool,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
duke street corridor apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
first time renter guide alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria amenities,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria application requirements,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria availability,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria lease terms,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria move in specials,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria parking,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria photos,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria resident reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria tour,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria utilities included,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs arbors on duke,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs cameron square/station,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs seminary towers,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs sinclaire on seminary,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs southern towers,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
foxchase of alexandria vs the fields of alexandria,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
guest parking rules apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
hidden fees when renting an apartment,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is amazon hq2 from west end alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is duke street from west end alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is fort belvoir from west end alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is old town alexandria from west end alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,10,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is pentagon from west end alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is van dorn metro from west end alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,10,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how much does it cost to break a lease,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,9,Long Tail,No,No local relevance,Generated (AEO)
how much is rent at foxchase of alexandria,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how to tour apartments in alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,6,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
income requirements apartment alexandria,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is duke street corridor a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is duke street corridor safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is foxchase of alexandria pet friendly,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is seminary hill a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is seminary hill safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is west end alexandria a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is west end alexandria safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
lease renewal negotiation tips,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Alexandria,Yes,Yes,T2,4,Long Tail,No,No local relevance,Generated (AEO)
living in duke street corridor,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
living in seminary hill,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
living in west end alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near amazon hq2,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near duke street,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near fort belvoir,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
month to month apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 1 bedroom apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 2 bedroom apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 3 bedroom apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near amazon hq2,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near duke street,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near fort belvoir,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new studio apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
no deposit apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near amazon hq2,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near duke street,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near fort belvoir,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
