Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
best apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best time of year to rent in raleigh,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
centerview at crossroads pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Centerview at Crossroads),Raleigh,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
centerview at crossroads reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Centerview at Crossroads),Raleigh,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
centerview at crossroads vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Centerview at Crossroads),Raleigh,Yes,Yes,T2,6,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from east raleigh to downtown raleigh,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from east raleigh to knightdale,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from east raleigh to neuse river trail,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from east raleigh to new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from east raleigh to wakemed,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
corporate housing raleigh,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
does villages at raleigh beach have a pool,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
east raleigh apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
first time renter guide raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
guest parking rules apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
hidden fees when renting an apartment,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is downtown raleigh from east raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is knightdale from east raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is neuse river trail from east raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is new bern avenue from east raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is wakemed from east raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how much does it cost to break a lease,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,9,Long Tail,No,No local relevance,Generated (AEO)
how much is rent at villages at raleigh beach,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,9,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how to tour apartments in raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,6,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
income requirements apartment raleigh,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is east raleigh a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is new bern avenue a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is new bern avenue safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is raleigh beach road a good place to live,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,9,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is raleigh beach road safe,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is villages at raleigh beach pet friendly,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
lease renewal negotiation tips,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,4,Long Tail,No,No local relevance,Generated (AEO)
living in east raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
living in new bern avenue,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
living in raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
month to month apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 1 bedroom apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 2 bedroom apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 3 bedroom apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new bern avenue apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new studio apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
no deposit apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
questions to ask on an apartment tour,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,7,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with brand new apartments,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with dog park,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with heated indoor pool,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with playground,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with resort style amenities,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with theater room,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh apartments with virtual reality room,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh beach road apartments for rent,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
raleigh rent prices by neighborhood,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renters insurance cost raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renting with pets in raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
second floor vs first floor apartment,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,6,Long Tail,No,No local relevance,Generated (AEO)
short term furnished apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 1 bedroom apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 2 bedroom apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 3 bedroom apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious studio apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments for rent raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments raleigh under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,5,Long Tail,No,No article intent,Generated (AEO)
studio pet friendly apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
tour checklist apartment raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
utilities cost raleigh apartment,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at mccullers walk pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Villages at McCullers Walk),Raleigh,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at mccullers walk reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Villages at McCullers Walk),Raleigh,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at mccullers walk vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Villages at McCullers Walk),Raleigh,Yes,Yes,T2,7,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach amenities,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach application requirements,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach availability,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach lease terms,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach move in specials,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach parking,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach photos,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach resident reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach tour,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach utilities included,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach vs 616 at the village,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,9,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach vs berkshire village district,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach vs centerview at crossroads,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
villages at raleigh beach vs villages at mccullers walk,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,9,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what credit score do you need to rent in raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,10,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what does rent include at apartments in raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what floor plans does villages at raleigh beach offer,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,9,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what salary do you need to live in raleigh,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
where is villages at raleigh beach located,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
