Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
moving to jacksonville fl,260,17,2.9,215.8,Easy,Informational,Renter Education,Jacksonville,Yes,Yes,T2,4,Informational,Yes,Local intent,Semrush
solera at kendall west,320,33,0.71,214.4,Medium,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
cost of living jacksonville fl,320,34,0.72,211.2,Medium,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments on collins rd jax fl,260,20,1.63,208.0,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
colonnade at regency apartments,260,20,1.17,208.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
luxury apartments in mayport naval station fl,320,35,0.0,208.0,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Localize,National term - use city variant or FAQ,Semrush
3 bedroom luxury apartments,260,21,1.66,205.4,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Localize,National term - use city variant or FAQ,Semrush
courtyards at san jose,260,21,0.92,205.4,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
furnished apartments jacksonville fl,260,21,2.11,205.4,Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
the enclave jax fl,260,21,1.42,205.4,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near herschel street jacksonville fl,260,22,0.0,202.8,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
colonnade at regency apartments jacksonville,260,22,1.15,202.8,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
north beach st,260,22,0.0,202.8,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
timberwalk at mandarin apartments,260,22,0.93,202.8,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
best apartments in jacksonville,320,37,2.64,201.6,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
club at danforth apartments jacksonville fl,260,23,0.0,200.2,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
arelia james island luxury apartments,260,24,0.88,197.6,Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,5,Long Tail,Localize,National term - use city variant or FAQ,Semrush
arelia apartments jacksonville,260,25,1.0,195.0,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
cielo at 325,260,25,1.12,195.0,Easy,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
one bedroom apartments jacksonville,260,26,2.8,192.4,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
the garratt townhomes & apartments,260,26,1.31,192.4,Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Localize,National term - use city variant or FAQ,Semrush
volaris west kernan apartments jacksonville fl,260,26,0.0,192.4,Easy,Informational,Renter Education,Jacksonville,Yes,Yes,T2,6,Informational,Yes,Local intent,Semrush
5 thousand town,260,27,0.93,189.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
gate parkway apartments,260,27,1.1,189.8,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
oasis at town center,260,27,0.51,189.8,Easy,Informational,Renter Education,Jacksonville,Yes,Yes,T2,4,Informational,Yes,Local intent,Semrush
spyglass apartments jacksonville,260,27,1.01,189.8,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
the loree jacksonville,260,27,1.04,189.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
cielo luxury living,260,28,0.93,187.2,Easy,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
jax heights apartments,260,28,0.81,187.2,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments on monument road jacksonville fl,210,11,2.0,186.9,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
hilltop apartments jacksonville,210,11,1.56,186.9,Very Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments near harts road jacksonville fl,210,13,0.0,182.7,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments near st johns town center,210,13,2.59,182.7,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
move in specials jacksonville fl,210,13,2.63,182.7,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near golfair boulevard fl 122 jacksonville fl,210,14,0.0,180.6,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
ultris wynnfield lakes,260,31,0.91,179.4,Medium,Informational,Renter Education,Jacksonville,No,Yes,T2,3,Informational,Localize,National term - use city variant or FAQ,Semrush
apartments on hodges blvd jax fl,260,32,1.7,176.8,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
rivers end apartments jacksonville fl,260,32,0.86,176.8,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the solera at kendall west,260,32,0.67,176.8,Medium,Commercial,General / Other,Jacksonville,Yes,Yes,T2,5,Long Tail,No,No local relevance,Semrush
luxury apartments in atlantic technical center fl,210,16,0.0,176.4,Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Localize,National term - use city variant or FAQ,Semrush
apartments jacksonville beach,260,33,1.8,174.2,Medium,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments on hodges blvd,260,33,1.7,174.2,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
north beach kernan apartments,210,18,0.86,172.2,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,4,Gap,Yes,Top competitor - comparison/gap,Semrush
pet friendly apartments jacksonville fl,210,19,2.28,170.1,Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
rise julington apartments,210,19,1.18,170.1,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
apartments for rent in jacksonville beach fl,260,35,1.81,169.0,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
apartments for rent in southwest jacksonville,210,20,0.0,168.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
beach haven jacksonville,210,20,0.42,168.0,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
beach line apartment,210,20,1.08,168.0,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
monaco arms apartments,210,20,1.34,168.0,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
the mirage coral springs,210,20,0.72,168.0,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
apartments for rent in jacksonville,320,48,1.45,166.4,Hard,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments for rent jacksonville beach,260,36,1.81,166.4,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near jacksonville beach,260,36,2.16,166.4,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
3601 kernan blvd s,210,22,0.63,163.8,Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No article intent,Semrush
den apartment,210,23,1.38,161.7,Easy,Commercial,Bedroom Type,Jacksonville,No,Yes,T2,2,Long Tail,Localize,National term - use city variant or FAQ,Semrush
north beach on kernan apartments jacksonville fl,210,23,0.91,161.7,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,7,Gap,Yes,Top competitor - comparison/gap,Semrush
the drift apartments,260,38,1.15,161.2,Medium,Navigational,Competitor (Drift at Town Center East),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
apartments on northside of jacksonville fl,210,24,2.31,159.6,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
aston at town center,210,24,1.5,159.6,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
efficiency apartments jacksonville fl,210,25,0.93,157.5,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
north beach kernan,210,25,0.91,157.5,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
the carling jax fl,210,25,0.81,157.5,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
the enclave jacksonville,210,25,1.52,157.5,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments in jacksonville near unf,260,40,2.19,156.0,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the drift at the forum,210,26,2.97,155.4,Easy,Navigational,Competitor (Drift at Town Center East),Jacksonville,Yes,Yes,T2,5,Gap,Yes,Top competitor - comparison/gap,Semrush
new apartments jacksonville fl,320,52,2.38,153.6,Hard,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
best apartment complexes in jacksonville fl,260,41,2.67,153.4,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
grande court apartments jax fl,210,27,0.83,153.3,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
renaissance at strawberry creek,210,27,0.71,153.3,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
average rent in jacksonville fl,210,30,0.51,147.0,Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
drift luxury apartment homes,210,30,1.43,147.0,Easy,Navigational,Competitor (Drift at Town Center East),Jacksonville,Yes,Yes,T2,4,Gap,Yes,Top competitor - comparison/gap,Semrush
the carling apartments jacksonville fl,210,30,0.96,147.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
luxury apartments downtown jacksonville fl,210,31,2.56,144.9,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the meridian jacksonville,210,32,1.53,142.8,Medium,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
eastport apartments jax fl,170,17,0.63,141.1,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
luxury jacksonville fl apartments,210,33,2.65,140.7,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
northside jacksonville apartments,170,18,2.31,139.4,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
sorrel apartments jacksonville,170,19,1.64,137.7,Easy,Navigational,Branded,Jacksonville,No,Yes,T2,3,Quick Win,Yes,Own brand,Semrush
apartments for rent jacksonville,260,49,1.43,132.6,Hard,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
jacksonville 1 bedroom apartment for rent,170,22,2.53,132.6,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
jacksonville beach fl apartments for rent,210,38,1.62,130.2,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
the strand jax,170,25,1.65,127.5,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
club at town center,170,26,0.39,125.8,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
kernan village,170,26,0.0,125.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
the felix jacksonville,170,26,1.96,125.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
kernan square,140,12,0.0,123.2,Very Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
apartments for rent in jacksonville beach,170,29,1.62,120.7,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
drift luxury apartments,170,29,1.94,120.7,Easy,Navigational,Competitor (Drift at Town Center East),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
11011 harts rd jacksonville fl,140,15,0.78,119.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,5,Long Tail,No,No article intent,Semrush
apartments for rent northern beaches,140,16,0.55,117.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near unf jacksonville fl,170,32,2.19,115.6,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
five thousand town jacksonville,170,32,0.95,115.6,Medium,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
eastport apartments jacksonville,140,18,0.5,114.8,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
kernan blvd jacksonville fl,140,18,0.0,114.8,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
cheap apartments for rent in jacksonville fl,170,33,0.87,113.9,Medium,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
5000 big island drive jacksonville fl,140,19,0.94,113.4,Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No article intent,Semrush
apartments on collins road jacksonville fl,140,19,1.63,113.4,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
5000 big island drive jacksonville fl 32246,140,20,1.09,112.0,Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,7,Long Tail,No,No article intent,Semrush
beachline apartments jacksonville,140,20,2.04,112.0,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
northlake apartments jacksonville fl,140,20,1.35,112.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
studio apartments for rent jacksonville fl,140,20,0.98,112.0,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
11990 beach blvd jacksonville fl 32246,140,21,0.87,110.6,Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No article intent,Semrush
the loft king street jacksonville,170,36,0.89,108.8,Medium,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the flats at kernan,140,23,1.11,107.8,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartment complex jacksonville,170,37,1.49,107.1,Medium,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments hodges rd jacksonville fl,210,49,1.78,107.1,Hard,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
apartments on hodges blvd jacksonville florida,210,49,1.78,107.1,Hard,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
apartments on hodges boulevard,210,50,1.78,105.0,Hard,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
the ridley jacksonville,140,25,1.2,105.0,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
esplanade at town center,110,5,1.16,104.5,Very Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
north beach on kernan apartments,140,26,0.91,103.6,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,5,Gap,Yes,Top competitor - comparison/gap,Semrush
north beach on kernan jacksonville fl,140,26,0.91,103.6,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,6,Gap,Yes,Top competitor - comparison/gap,Semrush
carling jacksonville,140,28,0.81,100.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
the meridian apartments jacksonville fl,140,28,1.53,100.8,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
five thousand town,140,29,0.95,99.4,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
luxury apartments jacksonville beach,170,42,2.2,98.6,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments north jacksonville fl,140,30,2.31,98.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
east arlington jacksonville,140,30,0.31,98.0,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
apartments on the northside of jacksonville,140,31,2.08,96.6,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
apartments near atlee avenue jacksonville fl,110,14,0.0,94.6,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
mandarin arms apartments,110,14,0.88,94.6,Very Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
kernan gardens apartments,110,16,0.0,92.4,Easy,Commercial,Bedroom Type,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
downtown jacksonville apartments for rent,140,35,2.18,91.0,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near st johns town center jacksonville,110,18,2.59,90.2,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
corner on main jacksonville fl,140,36,0.96,89.6,Medium,Commercial,General / Other,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
kernan blvd jacksonville,110,19,0.0,89.1,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
kernan boulevard jacksonville fl,110,19,0.0,89.1,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
loft apartments in jacksonville fl,110,19,1.22,89.1,Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
luxury apartments jacksonville beach fl,140,38,2.2,86.8,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near downtown jacksonville,140,39,2.49,85.4,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near the beach in jacksonville fl,110,23,2.37,84.7,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
northlake apartments jacksonville fl 32218,110,23,1.76,84.7,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
meridian apartments jacksonville,110,24,1.53,83.6,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
northlake apts jacksonville fl,110,24,1.76,83.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
studio apartments for rent in jacksonville fl,110,24,0.98,83.6,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
apartments for rent southside jacksonville fl,110,25,3.08,82.5,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
cottage at north beach apartments,110,25,0.47,82.5,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,5,Gap,Yes,Top competitor - comparison/gap,Semrush
apartments on beach blvd,110,26,1.74,81.4,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
aston town center,110,27,1.92,80.3,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
jacksonville apartments for rent cheap,110,27,0.71,80.3,Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
neptune beach apartments jacksonville fl,110,27,0.96,80.3,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the carling jacksonville,110,27,0.96,80.3,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments near jax beach,110,28,2.16,79.2,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments on kernan blvd,90,13,1.76,78.3,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments jax beach,110,29,1.82,78.1,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
gran bay apartments jacksonville,110,29,1.08,78.1,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
affordable apartments for rent in jacksonville fl,110,30,0.71,77.0,Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
mirage on kernan apartments,110,30,1.06,77.0,Easy,Navigational,Competitor (Mirage on Kernan),Jacksonville,Yes,Yes,T2,4,Gap,Yes,Top competitor - comparison/gap,Semrush
3591 kernan blvd s jacksonville fl,90,15,0.38,76.5,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No article intent,Semrush
northside apartments jacksonville fl,90,15,2.31,76.5,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
apartments on kernan,110,31,1.64,75.9,Medium,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
jacksonville apartments near unf,110,31,2.19,75.9,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
the loft jax fl,110,31,0.89,75.9,Medium,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
kernan blvd,110,32,0.0,74.8,Medium,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
apartments near mayo clinic jacksonville,90,17,1.78,74.7,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
2 bedroom apartments for rent in jacksonville fl,90,18,4.15,73.8,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
kernan boulevard,90,18,0.0,73.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
east jacksonville,110,33,2.23,73.7,Medium,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
the loft jax,110,33,0.89,73.7,Medium,Commercial,Property / Renter Type,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments for rent downtown jacksonville fl,110,34,2.28,72.6,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments for rent riverside jacksonville,110,34,1.3,72.6,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
1 bedroom apartments for rent jacksonville fl,90,20,2.76,72.0,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
jacksonville beach apartments for rent,110,38,1.81,68.2,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments for rent southside jacksonville,90,26,3.93,66.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
beachfront apartments jacksonville fl,110,40,1.82,66.0,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near mayo clinic,70,7,1.06,65.1,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
jacksonville 1 bedroom apartments for rent,90,28,2.53,64.8,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments for rent in southside jacksonville,90,29,3.93,63.9,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
the beach house jacksonville,90,29,1.71,63.9,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near town center jacksonville fl,110,43,2.6,62.7,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
